order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Order text
644,439,4,08-01-2017,11-01-2017,10-01-2017,2,6,deliverd
645,1199,4,08-01-2017,11-01-2017,10-01-2017,2,6,deliverd
646,975,4,09-01-2017,12-01-2017,11-01-2017,1,2,deliverd
647,283,4,09-01-2017,10-01-2017,11-01-2017,2,7,deliverd
648,684,4,09-01-2017,11-01-2017,11-01-2017,2,6,deliverd
649,1153,4,10-01-2017,11-01-2017,13-01-2017,1,3,deliverd
650,729,4,11-01-2017,14-01-2017,12-01-2017,1,2,deliverd
651,190,4,11-01-2017,13-01-2017,13-01-2017,2,7,deliverd
652,985,4,12-01-2017,15-01-2017,13-01-2017,3,9,deliverd
653,1249,4,14-01-2017,17-01-2017,15-01-2017,1,2,deliverd
654,1129,4,14-01-2017,15-01-2017,17-01-2017,2,7,deliverd
655,347,4,16-01-2017,17-01-2017,18-01-2017,1,3,deliverd
656,949,4,16-01-2017,17-01-2017,18-01-2017,2,7,deliverd
657,349,4,17-01-2017,19-01-2017,20-01-2017,1,2,deliverd
658,1051,4,17-01-2017,18-01-2017,18-01-2017,2,7,deliverd
659,1391,4,17-01-2017,19-01-2017,18-01-2017,2,7,deliverd
660,383,4,18-01-2017,19-01-2017,19-01-2017,2,7,deliverd
661,626,4,18-01-2017,19-01-2017,20-01-2017,2,6,deliverd
662,1125,4,19-01-2017,20-01-2017,20-01-2017,1,3,deliverd
663,344,4,20-01-2017,22-01-2017,23-01-2017,1,3,deliverd
664,681,4,20-01-2017,23-01-2017,22-01-2017,2,7,deliverd
665,29,4,21-01-2017,22-01-2017,23-01-2017,2,6,deliverd
666,770,4,21-01-2017,22-01-2017,24-01-2017,2,7,deliverd
667,858,4,22-01-2017,24-01-2017,25-01-2017,2,7,deliverd
668,297,4,22-01-2017,23-01-2017,24-01-2017,3,8,deliverd
669,745,4,23-01-2017,24-01-2017,26-01-2017,2,7,deliverd
670,361,4,24-01-2017,25-01-2017,25-01-2017,2,6,deliverd
671,922,4,25-01-2017,28-01-2017,26-01-2017,2,7,deliverd
672,908,4,26-01-2017,29-01-2017,29-01-2017,2,6,deliverd
673,64,4,26-01-2017,28-01-2017,27-01-2017,3,9,deliverd
674,733,4,27-01-2017,28-01-2017,29-01-2017,2,6,deliverd
675,291,4,28-01-2017,31-01-2017,30-01-2017,2,7,deliverd
676,790,4,28-01-2017,30-01-2017,31-01-2017,2,7,deliverd
677,809,4,28-01-2017,31-01-2017,30-01-2017,2,7,deliverd
678,250,4,28-01-2017,29-01-2017,31-01-2017,3,9,deliverd
679,81,4,29-01-2017,30-01-2017,30-01-2017,1,3,deliverd
680,245,4,29-01-2017,01-02-2017,30-01-2017,1,3,deliverd
681,499,4,29-01-2017,01-02-2017,31-01-2017,2,7,deliverd
682,614,4,29-01-2017,30-01-2017,30-01-2017,2,6,deliverd
683,741,4,29-01-2017,31-01-2017,01-02-2017,2,6,deliverd
684,762,4,31-01-2017,01-02-2017,02-02-2017,2,6,deliverd
685,976,4,31-01-2017,03-02-2017,02-02-2017,2,7,deliverd
686,380,4,01-02-2017,03-02-2017,04-02-2017,2,7,deliverd
687,530,4,02-02-2017,05-02-2017,04-02-2017,1,3,deliverd
688,343,4,02-02-2017,03-02-2017,05-02-2017,2,7,deliverd
689,884,4,02-02-2017,03-02-2017,05-02-2017,2,7,deliverd
690,1097,4,03-02-2017,04-02-2017,06-02-2017,1,2,deliverd
691,1081,4,04-02-2017,06-02-2017,06-02-2017,2,7,deliverd
692,2,3,05-02-2017,05-02-2017,NULL,1,3,shipped
693,1233,4,05-02-2017,07-02-2017,06-02-2017,1,3,deliverd
694,58,4,05-02-2017,06-02-2017,08-02-2017,2,7,deliverd
695,606,4,05-02-2017,08-02-2017,07-02-2017,2,7,deliverd
696,1242,4,05-02-2017,08-02-2017,08-02-2017,2,7,deliverd
697,562,4,06-02-2017,08-02-2017,09-02-2017,1,2,deliverd
698,543,4,06-02-2017,08-02-2017,09-02-2017,3,8,deliverd
699,958,4,06-02-2017,08-02-2017,09-02-2017,3,9,deliverd
700,4,4,07-02-2017,10-02-2017,08-02-2017,2,6,deliverd
701,850,4,07-02-2017,08-02-2017,09-02-2017,3,9,deliverd
702,1352,4,08-02-2017,09-02-2017,11-02-2017,1,3,deliverd
703,417,4,08-02-2017,09-02-2017,09-02-2017,2,7,deliverd
704,1137,4,08-02-2017,09-02-2017,11-02-2017,2,6,deliverd
705,1196,4,08-02-2017,11-02-2017,11-02-2017,2,7,deliverd
706,1271,4,09-02-2017,12-02-2017,10-02-2017,1,2,deliverd
707,79,4,09-02-2017,11-02-2017,11-02-2017,2,7,deliverd
708,660,4,10-02-2017,12-02-2017,11-02-2017,1,2,deliverd
709,1162,4,11-02-2017,13-02-2017,12-02-2017,2,6,deliverd
710,295,4,13-02-2017,15-02-2017,16-02-2017,2,6,deliverd
711,1246,4,13-02-2017,16-02-2017,14-02-2017,2,6,deliverd
712,173,4,13-02-2017,14-02-2017,16-02-2017,3,9,deliverd
713,207,4,13-02-2017,14-02-2017,15-02-2017,3,8,deliverd
714,805,4,14-02-2017,17-02-2017,15-02-2017,2,7,deliverd
715,12,3,15-02-2017,15-02-2017,NULL,2,6,shipped
716,672,4,15-02-2017,17-02-2017,18-02-2017,2,6,deliverd
717,1312,4,15-02-2017,18-02-2017,17-02-2017,2,6,deliverd
718,38,4,16-02-2017,17-02-2017,17-02-2017,2,7,deliverd
719,200,4,16-02-2017,19-02-2017,18-02-2017,2,6,deliverd
720,382,4,16-02-2017,19-02-2017,19-02-2017,2,6,deliverd
721,625,4,16-02-2017,19-02-2017,17-02-2017,2,7,deliverd
722,1399,4,18-02-2017,20-02-2017,21-02-2017,2,7,deliverd
723,845,4,19-02-2017,21-02-2017,22-02-2017,2,6,deliverd
724,864,4,19-02-2017,22-02-2017,21-02-2017,2,6,deliverd
725,870,4,19-02-2017,22-02-2017,22-02-2017,2,7,deliverd
726,969,4,19-02-2017,22-02-2017,20-02-2017,2,6,deliverd
727,962,4,19-02-2017,22-02-2017,21-02-2017,3,9,deliverd
728,1138,4,20-02-2017,21-02-2017,23-02-2017,1,3,deliverd
729,897,4,20-02-2017,22-02-2017,21-02-2017,2,7,deliverd
730,500,4,21-02-2017,24-02-2017,22-02-2017,2,6,deliverd
731,910,4,25-02-2017,27-02-2017,27-02-2017,3,9,deliverd
732,147,4,26-02-2017,27-02-2017,01-03-2017,2,7,deliverd
733,832,4,26-02-2017,01-03-2017,27-02-2017,2,7,deliverd
734,939,4,26-02-2017,28-02-2017,01-03-2017,3,9,deliverd
735,20,3,27-02-2017,27-02-2017,NULL,3,9,shipped
736,184,4,27-02-2017,28-02-2017,28-02-2017,2,7,deliverd
737,694,4,27-02-2017,01-03-2017,28-02-2017,2,6,deliverd
738,124,4,28-02-2017,01-03-2017,03-03-2017,1,2,deliverd
739,49,4,28-02-2017,01-03-2017,02-03-2017,2,6,deliverd
740,1113,4,28-02-2017,01-03-2017,02-03-2017,2,6,deliverd
741,119,4,28-02-2017,01-03-2017,01-03-2017,3,8,deliverd
742,433,4,28-02-2017,01-03-2017,01-03-2017,3,9,deliverd
743,137,4,01-03-2017,04-03-2017,04-03-2017,2,6,deliverd
744,166,4,01-03-2017,02-03-2017,02-03-2017,2,7,deliverd
745,698,4,01-03-2017,03-03-2017,03-03-2017,2,7,deliverd
746,391,4,02-03-2017,04-03-2017,05-03-2017,1,3,deliverd
747,87,4,03-03-2017,04-03-2017,05-03-2017,1,3,deliverd
748,1072,4,03-03-2017,05-03-2017,04-03-2017,3,8,deliverd
749,255,4,04-03-2017,07-03-2017,05-03-2017,2,7,deliverd
750,232,4,04-03-2017,07-03-2017,05-03-2017,3,8,deliverd
751,731,4,05-03-2017,08-03-2017,07-03-2017,1,3,deliverd
752,335,4,05-03-2017,06-03-2017,07-03-2017,2,6,deliverd
753,1201,4,05-03-2017,08-03-2017,08-03-2017,2,7,deliverd
754,646,4,06-03-2017,07-03-2017,08-03-2017,1,2,deliverd
755,531,4,06-03-2017,07-03-2017,07-03-2017,2,6,deliverd
756,1143,4,06-03-2017,07-03-2017,09-03-2017,2,6,deliverd
757,1336,4,06-03-2017,08-03-2017,09-03-2017,2,7,deliverd
758,953,4,06-03-2017,08-03-2017,07-03-2017,3,9,deliverd
759,284,4,07-03-2017,09-03-2017,08-03-2017,2,7,deliverd
760,1104,4,07-03-2017,10-03-2017,10-03-2017,2,6,deliverd
761,1291,4,07-03-2017,08-03-2017,10-03-2017,2,7,deliverd
762,572,4,08-03-2017,09-03-2017,09-03-2017,2,6,deliverd
763,842,4,08-03-2017,10-03-2017,09-03-2017,3,9,deliverd
764,701,4,09-03-2017,10-03-2017,12-03-2017,1,2,deliverd
765,1152,4,09-03-2017,11-03-2017,12-03-2017,1,2,deliverd
766,141,4,09-03-2017,11-03-2017,12-03-2017,2,6,deliverd
767,564,4,09-03-2017,10-03-2017,11-03-2017,2,7,deliverd
768,841,4,09-03-2017,12-03-2017,10-03-2017,2,7,deliverd
769,946,4,09-03-2017,11-03-2017,11-03-2017,2,6,deliverd
770,135,4,09-03-2017,11-03-2017,11-03-2017,3,9,deliverd
771,671,4,11-03-2017,14-03-2017,12-03-2017,1,3,deliverd
772,448,4,11-03-2017,12-03-2017,13-03-2017,2,7,deliverd
773,1385,4,11-03-2017,12-03-2017,12-03-2017,2,6,deliverd
774,690,4,12-03-2017,14-03-2017,14-03-2017,2,6,deliverd
775,968,4,12-03-2017,13-03-2017,13-03-2017,2,6,deliverd
776,490,4,13-03-2017,15-03-2017,16-03-2017,2,6,deliverd
777,496,4,13-03-2017,16-03-2017,16-03-2017,2,6,deliverd
778,56,3,15-03-2017,15-03-2017,NULL,3,9,shipped
779,367,4,15-03-2017,16-03-2017,18-03-2017,2,6,deliverd
780,592,4,15-03-2017,17-03-2017,17-03-2017,2,6,deliverd
781,1018,4,15-03-2017,16-03-2017,17-03-2017,2,6,deliverd
782,1298,4,15-03-2017,16-03-2017,18-03-2017,2,7,deliverd
783,1343,4,16-03-2017,19-03-2017,17-03-2017,1,2,deliverd
784,430,4,16-03-2017,19-03-2017,19-03-2017,2,7,deliverd
785,794,4,18-03-2017,19-03-2017,20-03-2017,1,2,deliverd
786,249,4,18-03-2017,20-03-2017,19-03-2017,2,6,deliverd
787,700,4,18-03-2017,20-03-2017,19-03-2017,3,9,deliverd
788,1363,4,18-03-2017,20-03-2017,20-03-2017,3,9,deliverd
789,772,4,19-03-2017,20-03-2017,20-03-2017,2,6,deliverd
790,1015,4,19-03-2017,21-03-2017,22-03-2017,2,7,deliverd
791,432,4,20-03-2017,22-03-2017,23-03-2017,2,6,deliverd
792,479,4,22-03-2017,23-03-2017,24-03-2017,2,6,deliverd
793,653,4,23-03-2017,24-03-2017,24-03-2017,2,6,deliverd
794,863,4,23-03-2017,25-03-2017,24-03-2017,2,7,deliverd
795,992,4,23-03-2017,25-03-2017,26-03-2017,2,7,deliverd
796,154,4,23-03-2017,26-03-2017,25-03-2017,3,9,deliverd
797,374,4,24-03-2017,26-03-2017,26-03-2017,2,7,deliverd
798,619,4,26-03-2017,28-03-2017,29-03-2017,1,3,deliverd
799,607,4,27-03-2017,28-03-2017,29-03-2017,1,3,deliverd
800,1057,4,27-03-2017,29-03-2017,28-03-2017,2,6,deliverd
801,78,4,28-03-2017,29-03-2017,30-03-2017,1,2,deliverd
802,340,4,28-03-2017,29-03-2017,30-03-2017,2,6,deliverd
803,1105,4,28-03-2017,31-03-2017,30-03-2017,3,8,deliverd
804,95,4,29-03-2017,31-03-2017,30-03-2017,2,6,deliverd
805,420,4,29-03-2017,30-03-2017,01-04-2017,2,6,deliverd
806,234,4,30-03-2017,31-03-2017,31-03-2017,2,7,deliverd
807,1148,4,30-03-2017,01-04-2017,02-04-2017,2,6,deliverd
808,315,4,31-03-2017,02-04-2017,02-04-2017,2,6,deliverd
809,1222,4,31-03-2017,03-04-2017,03-04-2017,2,7,deliverd
810,153,3,01-04-2017,01-04-2017,NULL,3,8,shipped
811,524,4,01-04-2017,04-04-2017,04-04-2017,2,7,deliverd
812,1164,4,01-04-2017,02-04-2017,03-04-2017,2,7,deliverd
813,1203,4,01-04-2017,03-04-2017,02-04-2017,3,9,deliverd
814,629,4,02-04-2017,05-04-2017,03-04-2017,2,7,deliverd
815,1251,4,03-04-2017,05-04-2017,04-04-2017,1,3,deliverd
816,811,4,03-04-2017,05-04-2017,05-04-2017,2,6,deliverd
817,301,4,04-04-2017,05-04-2017,07-04-2017,2,7,deliverd
818,1319,4,04-04-2017,07-04-2017,07-04-2017,2,6,deliverd
819,221,4,04-04-2017,07-04-2017,05-04-2017,3,9,deliverd
820,725,4,05-04-2017,08-04-2017,07-04-2017,2,7,deliverd
821,1181,4,05-04-2017,07-04-2017,08-04-2017,2,7,deliverd
822,294,4,06-04-2017,08-04-2017,09-04-2017,2,7,deliverd
823,415,4,06-04-2017,07-04-2017,08-04-2017,3,8,deliverd
824,993,4,07-04-2017,09-04-2017,10-04-2017,1,2,deliverd
825,10,4,07-04-2017,08-04-2017,09-04-2017,2,7,deliverd
826,45,4,07-04-2017,10-04-2017,10-04-2017,2,6,deliverd
827,666,4,07-04-2017,10-04-2017,10-04-2017,2,7,deliverd
828,246,4,09-04-2017,10-04-2017,12-04-2017,2,6,deliverd
829,674,4,09-04-2017,10-04-2017,10-04-2017,2,7,deliverd
830,431,4,11-04-2017,14-04-2017,12-04-2017,2,6,deliverd
831,1000,4,11-04-2017,12-04-2017,12-04-2017,2,7,deliverd
832,1215,4,11-04-2017,12-04-2017,12-04-2017,2,7,deliverd
833,406,4,12-04-2017,14-04-2017,15-04-2017,2,7,deliverd
834,890,4,12-04-2017,13-04-2017,15-04-2017,2,6,deliverd
835,940,4,13-04-2017,15-04-2017,14-04-2017,1,2,deliverd
836,455,4,13-04-2017,16-04-2017,14-04-2017,2,6,deliverd
837,948,4,13-04-2017,16-04-2017,14-04-2017,2,7,deliverd
838,1395,4,14-04-2017,17-04-2017,15-04-2017,2,7,deliverd
839,1332,4,15-04-2017,18-04-2017,16-04-2017,1,3,deliverd
840,372,4,15-04-2017,16-04-2017,16-04-2017,2,6,deliverd
841,428,4,15-04-2017,18-04-2017,17-04-2017,2,7,deliverd
842,1133,4,15-04-2017,18-04-2017,16-04-2017,2,6,deliverd
843,1059,4,16-04-2017,17-04-2017,19-04-2017,2,7,deliverd
844,1436,4,16-04-2017,17-04-2017,18-04-2017,2,6,deliverd
845,662,4,17-04-2017,18-04-2017,18-04-2017,2,7,deliverd
846,715,4,17-04-2017,19-04-2017,19-04-2017,2,6,deliverd
847,329,4,18-04-2017,19-04-2017,19-04-2017,2,7,deliverd
848,597,4,18-04-2017,20-04-2017,20-04-2017,2,7,deliverd
849,776,4,19-04-2017,20-04-2017,21-04-2017,1,2,deliverd
850,1346,4,19-04-2017,22-04-2017,22-04-2017,1,3,deliverd
851,1139,4,20-04-2017,21-04-2017,22-04-2017,2,6,deliverd
852,13,4,21-04-2017,23-04-2017,22-04-2017,3,9,deliverd
853,883,4,21-04-2017,24-04-2017,24-04-2017,3,8,deliverd
854,177,4,22-04-2017,25-04-2017,23-04-2017,2,6,deliverd
855,775,4,22-04-2017,23-04-2017,25-04-2017,2,6,deliverd
856,477,4,23-04-2017,25-04-2017,26-04-2017,2,6,deliverd
857,1402,4,24-04-2017,25-04-2017,26-04-2017,2,7,deliverd
858,162,4,25-04-2017,27-04-2017,28-04-2017,2,6,deliverd
859,644,4,25-04-2017,26-04-2017,26-04-2017,2,6,deliverd
860,473,4,27-04-2017,29-04-2017,28-04-2017,2,7,deliverd
861,1177,4,27-04-2017,29-04-2017,30-04-2017,2,7,deliverd
862,1230,4,27-04-2017,30-04-2017,29-04-2017,3,8,deliverd
863,446,4,28-04-2017,30-04-2017,01-05-2017,2,7,deliverd
864,902,4,28-04-2017,30-04-2017,29-04-2017,2,6,deliverd
865,974,4,29-04-2017,02-05-2017,01-05-2017,2,6,deliverd
866,1410,4,29-04-2017,30-04-2017,01-05-2017,2,6,deliverd
867,97,4,01-05-2017,03-05-2017,02-05-2017,1,3,deliverd
868,868,4,01-05-2017,04-05-2017,02-05-2017,1,3,deliverd
869,844,4,01-05-2017,04-05-2017,02-05-2017,2,7,deliverd
870,1416,4,01-05-2017,04-05-2017,02-05-2017,2,6,deliverd
871,358,4,02-05-2017,04-05-2017,03-05-2017,2,7,deliverd
872,394,4,03-05-2017,06-05-2017,06-05-2017,1,3,deliverd
873,829,4,03-05-2017,05-05-2017,05-05-2017,2,7,deliverd
874,661,4,04-05-2017,05-05-2017,06-05-2017,2,7,deliverd
875,386,4,05-05-2017,06-05-2017,08-05-2017,1,3,deliverd
876,1046,4,05-05-2017,08-05-2017,06-05-2017,2,7,deliverd
877,784,4,06-05-2017,07-05-2017,08-05-2017,2,6,deliverd
878,224,4,07-05-2017,10-05-2017,09-05-2017,1,3,deliverd
879,214,4,08-05-2017,09-05-2017,09-05-2017,2,7,deliverd
880,1206,4,08-05-2017,11-05-2017,10-05-2017,2,6,deliverd
881,1024,4,08-05-2017,11-05-2017,11-05-2017,3,9,deliverd
882,196,4,09-05-2017,12-05-2017,10-05-2017,2,6,deliverd
883,507,4,11-05-2017,13-05-2017,14-05-2017,2,6,deliverd
884,871,4,11-05-2017,13-05-2017,12-05-2017,2,7,deliverd
885,66,3,13-05-2017,13-05-2017,NULL,3,8,shipped
886,1396,4,13-05-2017,14-05-2017,15-05-2017,1,2,deliverd
887,1195,4,13-05-2017,15-05-2017,15-05-2017,2,6,deliverd
888,1038,4,14-05-2017,16-05-2017,16-05-2017,2,7,deliverd
889,830,4,14-05-2017,17-05-2017,15-05-2017,3,8,deliverd
890,171,4,15-05-2017,18-05-2017,18-05-2017,2,6,deliverd
891,384,4,15-05-2017,18-05-2017,16-05-2017,2,6,deliverd
892,651,4,15-05-2017,18-05-2017,17-05-2017,2,7,deliverd
893,1293,4,16-05-2017,19-05-2017,19-05-2017,2,7,deliverd
894,1320,4,16-05-2017,19-05-2017,19-05-2017,2,6,deliverd
895,857,4,18-05-2017,21-05-2017,19-05-2017,2,6,deliverd
896,376,4,19-05-2017,22-05-2017,21-05-2017,3,9,deliverd
897,47,4,20-05-2017,21-05-2017,21-05-2017,1,2,deliverd
898,352,4,20-05-2017,21-05-2017,22-05-2017,2,6,deliverd
899,605,4,20-05-2017,21-05-2017,21-05-2017,2,7,deliverd
900,971,4,20-05-2017,21-05-2017,22-05-2017,2,6,deliverd
901,345,4,21-05-2017,22-05-2017,24-05-2017,2,7,deliverd
902,1278,4,21-05-2017,24-05-2017,22-05-2017,2,6,deliverd
903,179,4,22-05-2017,23-05-2017,24-05-2017,2,7,deliverd
904,1020,4,23-05-2017,26-05-2017,24-05-2017,1,2,deliverd
905,609,4,23-05-2017,26-05-2017,24-05-2017,2,6,deliverd
906,877,4,23-05-2017,26-05-2017,26-05-2017,2,7,deliverd
907,120,4,24-05-2017,26-05-2017,27-05-2017,1,2,deliverd
908,402,4,25-05-2017,28-05-2017,27-05-2017,2,7,deliverd
909,188,4,26-05-2017,27-05-2017,28-05-2017,1,2,deliverd
910,342,4,26-05-2017,28-05-2017,28-05-2017,2,7,deliverd
911,887,4,26-05-2017,29-05-2017,29-05-2017,2,6,deliverd
912,519,4,27-05-2017,29-05-2017,29-05-2017,1,2,deliverd
913,699,4,27-05-2017,29-05-2017,29-05-2017,2,6,deliverd
914,1068,4,28-05-2017,31-05-2017,31-05-2017,1,2,deliverd
915,215,4,28-05-2017,30-05-2017,30-05-2017,2,6,deliverd
916,718,4,28-05-2017,29-05-2017,29-05-2017,2,6,deliverd
917,881,4,29-05-2017,31-05-2017,01-06-2017,1,2,deliverd
918,242,4,30-05-2017,31-05-2017,31-05-2017,1,3,deliverd
919,781,4,30-05-2017,31-05-2017,31-05-2017,2,7,deliverd
920,966,4,30-05-2017,01-06-2017,02-06-2017,2,7,deliverd
921,628,4,31-05-2017,02-06-2017,02-06-2017,2,6,deliverd
922,656,4,31-05-2017,01-06-2017,03-06-2017,2,6,deliverd
923,769,4,31-05-2017,03-06-2017,02-06-2017,2,7,deliverd
924,68,3,02-06-2017,02-06-2017,NULL,3,8,shipped
925,1316,4,02-06-2017,05-06-2017,03-06-2017,2,7,deliverd
926,233,4,03-06-2017,05-06-2017,06-06-2017,1,2,deliverd
927,1438,4,03-06-2017,05-06-2017,06-06-2017,1,2,deliverd
928,957,4,05-06-2017,06-06-2017,06-06-2017,1,3,deliverd
929,472,4,05-06-2017,06-06-2017,08-06-2017,2,6,deliverd
930,1224,4,05-06-2017,06-06-2017,06-06-2017,3,9,deliverd
931,631,4,07-06-2017,08-06-2017,08-06-2017,2,6,deliverd
932,804,4,07-06-2017,08-06-2017,09-06-2017,2,6,deliverd
933,909,4,07-06-2017,10-06-2017,08-06-2017,2,6,deliverd
934,93,4,09-06-2017,10-06-2017,12-06-2017,2,7,deliverd
935,43,3,10-06-2017,10-06-2017,NULL,3,8,shipped
936,265,4,10-06-2017,13-06-2017,12-06-2017,2,6,deliverd
937,73,4,11-06-2017,14-06-2017,13-06-2017,2,7,deliverd
938,129,4,11-06-2017,12-06-2017,12-06-2017,2,6,deliverd
939,1407,4,11-06-2017,12-06-2017,14-06-2017,2,6,deliverd
940,585,4,12-06-2017,14-06-2017,13-06-2017,1,2,deliverd
941,736,4,12-06-2017,14-06-2017,14-06-2017,1,2,deliverd
942,537,4,13-06-2017,16-06-2017,15-06-2017,2,6,deliverd
943,1025,4,13-06-2017,15-06-2017,15-06-2017,2,6,deliverd
944,138,4,14-06-2017,15-06-2017,17-06-2017,1,3,deliverd
945,167,4,14-06-2017,15-06-2017,16-06-2017,2,7,deliverd
946,525,4,14-06-2017,16-06-2017,15-06-2017,2,6,deliverd
947,278,4,15-06-2017,18-06-2017,17-06-2017,1,3,deliverd
948,618,4,15-06-2017,17-06-2017,17-06-2017,2,6,deliverd
949,867,4,16-06-2017,18-06-2017,17-06-2017,1,3,deliverd
950,142,4,16-06-2017,19-06-2017,18-06-2017,2,6,deliverd
951,339,4,16-06-2017,19-06-2017,19-06-2017,2,7,deliverd
952,355,4,16-06-2017,18-06-2017,18-06-2017,2,7,deliverd
953,658,4,16-06-2017,18-06-2017,17-06-2017,2,7,deliverd
954,611,4,17-06-2017,20-06-2017,20-06-2017,2,6,deliverd
955,880,4,17-06-2017,19-06-2017,18-06-2017,2,6,deliverd
956,1184,4,17-06-2017,19-06-2017,20-06-2017,2,6,deliverd
957,722,4,17-06-2017,20-06-2017,20-06-2017,3,9,deliverd
958,1276,4,18-06-2017,20-06-2017,19-06-2017,1,2,deliverd
959,650,4,18-06-2017,21-06-2017,21-06-2017,2,7,deliverd
960,1390,4,18-06-2017,19-06-2017,19-06-2017,2,7,deliverd
961,82,4,19-06-2017,21-06-2017,22-06-2017,1,2,deliverd
962,570,4,19-06-2017,22-06-2017,20-06-2017,2,7,deliverd
963,1432,4,19-06-2017,21-06-2017,21-06-2017,2,6,deliverd
964,404,4,20-06-2017,22-06-2017,22-06-2017,2,7,deliverd
965,457,4,20-06-2017,22-06-2017,23-06-2017,2,6,deliverd
